City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Maraa,-1.833333,-65.366667,74.37,96.0,100.0,1.81,BR,1600224734.0
Weatherford,35.5261111,-98.7072222,77.0,86.0,55.0,4.0,US,1600224689.0
Saint-Georges,46.116667,-70.666667,82.4,83.0,79.0,9.44,GF,1600224734.0
Ostrovnoy,68.05305600000001,39.513056,42.13,78.0,99.0,10.4,RU,1600224734.0
Moissala,8.35,17.7666667,71.19,97.0,95.0,2.66,TD,1600224735.0
Gravdal,68.12138900000001,13.503055999999999,47.53,81.0,98.0,18.54,NO,1600224735.0
Lowestoft,52.483332999999995,1.75,62.01,99.0,95.0,9.01,GB,1600224735.0
Jardim,-3.433333,-39.016667,73.36,30.0,0.0,2.44,BR,1600224685.0
Toamasina,-18.1666667,49.3833333,62.6,93.0,40.0,3.36,MG,1600224735.0
Chaihe,44.766667,129.7,61.39,79.0,100.0,3.74,CN,1600224736.0
Asfi,32.299392,-9.237181,69.51,82.0,99.0,11.5,MA,1600224736.0
Rio Grande,-32.033333,-52.083333,57.18,90.0,100.0,8.9,BR,1600224736.0
Dunedin,-45.866667,170.5,54.32,60.0,51.0,22.06,NZ,1600224736.0
Susaki,33.366667,133.283333,77.0,78.0,75.0,4.7,JP,1600224736.0
Tamara,5.829722,-72.163333,68.0,100.0,40.0,2.39,CO,1600224737.0
Tefe,-3.3666669999999996,-64.7,74.88,95.0,83.0,2.77,BR,1600224737.0
Marcala,14.15,-88.0333333,65.64,94.0,100.0,1.3,HN,1600224737.0
Karasjok,69.45,25.5,39.2,93.0,85.0,2.24,NO,1600224737.0
Berdigestyakh,62.098889,126.69916699999999,55.08,55.0,2.0,3.15,RU,1600224738.0
Bend,44.0583333,-121.31416670000002,69.8,31.0,90.0,6.93,US,1600224282.0
Nuuk,64.1833333,-51.75,42.8,93.0,100.0,5.82,GL,1600224738.0
Lampazos De Naranjo,27.016666999999998,-100.516667,79.27,59.0,24.0,3.58,MX,1600224738.0
Ambilobe,-13.2,49.05,65.08,84.0,2.0,4.61,MG,1600224738.0
Auki,-8.766666699999998,160.7,86.02,67.0,35.0,4.43,SB,1600224739.0
Broken Hill,-31.961729,141.459976,80.6,22.0,8.0,12.75,AU,1600224739.0
Ha Giang,22.833333,104.983333,84.07,81.0,79.0,3.53,VN,1600224739.0
Kuliyapitiya,7.4708333,80.0455556,82.4,83.0,40.0,9.17,LK,1600224739.0
Kaduna,10.522239,7.438280000000001,69.84,87.0,94.0,0.43,NG,1600224740.0
Ust-Tsilma,65.441037,52.149783,45.55,90.0,97.0,10.27,RU,1600224740.0
Mafinga,-7.25,35.0666667,61.79,81.0,34.0,3.22,TZ,1600224740.0
Grand Centre,54.416667000000004,-110.215278,,,,,CA,
Moroni,-11.704166699999998,43.2402778,73.65,72.0,8.0,4.76,KM,1600224700.0
Vao,-22.6666667,167.4833333,67.93,74.0,29.0,21.14,NC,1600224740.0
Luwuk,-0.9516,122.7875,84.67,60.0,94.0,8.66,ID,1600224611.0
Skalistyy,69.255064,33.336161,,,,,RU,
Syracuse,37.066666999999995,15.3,77.0,94.0,40.0,4.7,IT,1600224597.0
Honiara,-9.433333300000001,159.95,91.4,66.0,75.0,14.99,SB,1600224741.0
Ust-Kuyga,70.016667,135.6,49.8,62.0,59.0,3.29,RU,1600224741.0
Gat,24.964722199999997,10.1727778,79.0,88.0,0.0,1.01,LY,1600224741.0
Buala,-8.1333333,159.58333330000002,84.88,74.0,57.0,10.49,SB,1600224742.0
Paamiut,62.0,-49.75,45.75,72.0,100.0,26.64,GL,1600224461.0
Oistins,13.066666699999999,-59.533333299999995,82.4,78.0,20.0,12.75,BB,1600224742.0
Vestmanna,62.15,-7.1666667,41.0,100.0,1.0,1.12,FO,1600224742.0
Gorinchem,51.82965,4.973111,66.99,78.0,66.0,5.03,NL,1600224742.0
Aripuana,-9.166667,-60.63333299999999,74.95,29.0,20.0,1.01,BR,1600224743.0
Sadao,6.638833,100.423417,84.2,79.0,75.0,5.82,TH,1600224743.0
Sihora,23.483333,80.116667,78.8,88.0,97.0,5.82,IN,1600224743.0
Wulanhaote,46.083333,122.08333300000001,,,,,CN,
Bronnoysund,65.466667,12.216667,48.2,70.0,100.0,14.99,NO,1600224743.0
Balimo,-8.05,142.95,,,,,PG,
Celestun,20.866667,-90.4,81.93,82.0,62.0,4.32,MX,1600224744.0
Lida,53.8833333,25.299722199999998,57.9,91.0,12.0,6.13,BY,1600224744.0
Severnyy,50.677040000000005,36.553243,57.2,93.0,75.0,4.47,RU,1600224744.0
Harrisonville,38.6533333,-94.34861109999999,68.0,88.0,1.0,3.44,US,1600224647.0
Kushiro,42.975,144.374722,68.0,88.0,75.0,14.99,JP,1600224745.0
Chumikan,54.718332999999994,135.315,54.19,85.0,100.0,2.46,RU,1600224745.0
Fort Saint James,54.433333,-124.25,50.29,75.0,22.0,2.55,CA,1600224745.0
Santa Maria,-29.683333,-53.8,53.6,100.0,90.0,3.36,US,1600224745.0
Borogontsy,62.668333,131.16833300000002,55.99,51.0,21.0,2.48,RU,1600224745.0
Samarai,-10.616666699999998,150.66666669999998,79.74,86.0,98.0,11.72,PG,1600224746.0
Socond,47.566666999999995,22.95,57.2,93.0,41.0,4.7,RO,1600224746.0
Ahuimanu,21.444722199999998,-157.83777780000003,87.8,45.0,20.0,11.41,US,1600224746.0
Staraya Russa,57.994386999999996,31.360810999999998,44.1,91.0,56.0,3.47,RU,1600224746.0
Kamenskoye,62.5,166.2,,,,,RU,
Hammerfest,70.66166700000001,23.688333,42.8,93.0,75.0,5.82,NO,1600224747.0
Abha,18.216389000000003,42.505278000000004,66.2,59.0,36.0,5.3,SA,1600224747.0
Kenai,60.5544444,-151.2583333,53.6,81.0,90.0,8.05,US,1600224747.0
Prince George,53.916667000000004,-122.766667,51.8,81.0,1.0,0.45,CA,1600224596.0
Egvekinot,66.31666700000001,-179.166667,43.84,78.0,99.0,18.37,RU,1600224747.0
Kholodnyy,62.716667,147.95,45.91,57.0,100.0,5.3,RU,1600224748.0
Rutana,-3.9191667000000003,29.993611100000003,62.01,61.0,57.0,0.38,BI,1600224748.0
Saintes,45.745604,-0.631674,64.99,93.0,40.0,2.24,FR,1600224748.0
Zanjan,36.6736,48.4787,57.9,61.0,0.0,4.54,IR,1600224748.0
Qandahar,31.613322999999998,65.710126,,,,,AF,
Arona,28.098519,-16.682201,77.0,65.0,100.0,20.8,ES,1600224749.0
Paso De Los Toros,-32.8166667,-56.5166667,49.64,89.0,88.0,5.03,UY,1600224749.0
Maldonado,-34.9,-54.95,53.6,81.0,100.0,1.01,UY,1600224711.0
Cabedelo,-6.966667,-34.833333,73.4,94.0,20.0,5.82,BR,1600224630.0
Yarada,17.65,83.266667,82.4,94.0,75.0,2.24,IN,1600224749.0
Santa Teresa,-19.916667,-40.6,82.4,78.0,20.0,1.25,PH,1600224750.0
Gazanjyk,39.243055600000005,55.5169444,68.16,51.0,0.0,2.82,TM,1600224750.0
Artyom,40.472255,50.333040999999994,68.0,82.0,93.0,4.7,AZ,1600224750.0
Fillira,41.1166667,25.6333333,,,,,GR,
Anchorage,61.2180556,-149.90027780000003,53.6,76.0,90.0,1.5,US,1600224460.0
Sumbawa,-8.5,117.433333,,,,,ID,
Clonakilty,51.6230556,-8.8705556,61.0,100.0,75.0,4.7,IE,1600224751.0
Palkino,57.540884999999996,28.01257,53.6,93.0,84.0,4.47,RU,1600224751.0
Nanton,50.35,-113.766667,51.01,78.0,100.0,5.68,CA,1600224751.0
Watrous,51.666667,-105.46666699999999,49.01,69.0,92.0,16.46,CA,1600224751.0
Healdsburg,38.610555600000005,-122.86805559999999,70.0,68.0,1.0,10.29,US,1600224460.0
Moranbah,-21.998279999999998,148.034836,78.35,46.0,59.0,16.98,AU,1600224752.0
Kattivakkam,13.216667000000001,80.31666700000001,82.4,83.0,40.0,4.7,IN,1600224752.0
Matamoros,25.533333,-103.25,78.8,61.0,75.0,8.05,MX,1600224752.0
Dicabisagan,17.081839000000002,122.41574299999999,82.8,79.0,100.0,2.95,PH,1600224752.0
San Jose De Sisa,-6.616666700000001,-76.65,70.75,77.0,100.0,2.84,PE,1600224752.0
Verkhnyaya Inta,66.083333,60.516667000000005,44.11,92.0,99.0,2.3,RU,1600224753.0
Velez-Malaga,36.772621,-4.100447,72.0,67.0,55.0,2.62,ES,1600224753.0
Northam,-31.649321,116.674232,60.01,99.0,95.0,3.0,AU,1600224753.0
Tias,28.961076000000002,-13.645021,73.4,83.0,100.0,10.29,ES,1600224753.0
Niquelandia,-14.45,-48.45,75.78,25.0,0.0,6.17,BR,1600224753.0
Greymouth,-42.466667,171.2,52.41,78.0,100.0,19.39,NZ,1600224664.0
Llangefni,53.266667000000005,-4.3333330000000005,59.0,93.0,90.0,5.82,GB,1600224754.0
Scarborough,54.287222,-0.414167,62.01,88.0,95.0,5.97,GB,1600224754.0
Pakxan,18.366667,103.65,88.23,64.0,71.0,2.57,LA,1600224756.0
Praia,14.916666699999999,-23.5166667,78.76,84.0,48.0,7.09,CV,1600224756.0
Mabamba,-3.5983332999999997,30.501944399999996,68.7,50.0,97.0,2.62,TZ,1600224757.0
Zamora,-4.0691667,-78.9566667,65.71,69.0,22.0,1.77,EC,1600224757.0
Nieuwpoort,12.05,-68.8166667,61.0,93.0,89.0,3.36,AN,1600224757.0
Liverpool,44.033333,-64.716667,61.0,66.0,0.0,3.0,CA,1600224572.0
Bereda,11.85,51.05,59.0,100.0,9.0,1.01,SO,1600224757.0
Bani Walid,31.766666700000002,13.983333300000002,73.4,73.0,26.0,17.05,LY,1600224758.0
Baoqing,46.331666999999996,132.21111100000002,65.91,76.0,100.0,9.75,CN,1600224758.0
Sinnamary,5.383333299999999,-52.95,76.87,87.0,93.0,3.56,GF,1600224758.0
Hanzhong,33.072778,107.03027800000001,63.82,90.0,100.0,2.01,CN,1600224758.0
Aksu,41.123056,80.264444,71.2,27.0,0.0,2.66,CN,1600224759.0
Yian,47.883333,125.3,,,,,CN,
Porbandar,21.633333,69.6,80.6,88.0,40.0,9.17,IN,1600224759.0
Birjand,32.866277000000004,59.221139,57.2,20.0,0.0,11.41,IR,1600224759.0
Port-Gentil,-0.7166667,8.7833333,75.07,87.0,28.0,14.14,GA,1600224759.0
Mae Chan,20.14675,99.852556,82.4,83.0,20.0,2.24,TH,1600224760.0
Puerto Carreno,6.189031,-67.485879,78.62,86.0,85.0,2.59,CO,1600224760.0
Bambanglipuro,-7.95,110.28333300000001,82.51,60.0,71.0,11.68,ID,1600224760.0
Annau,37.8883333,58.528055599999995,68.0,34.0,0.0,6.93,TM,1600224760.0
Pankrushikha,53.83194399999999,80.340556,59.29,68.0,100.0,9.89,RU,1600224760.0
Hovd,44.6666667,102.16666670000001,56.3,36.0,67.0,2.17,MN,1600224761.0
Oudtshoorn,-33.592343,22.205482,44.6,87.0,20.0,4.7,ZA,1600224761.0
Mitsamiouli,-11.384722199999999,43.2844444,75.88,76.0,4.0,10.67,KM,1600224761.0
Novoulyanovsk,54.149609,48.389070000000004,48.2,81.0,75.0,22.37,RU,1600224761.0
Quthing,-30.4,27.7166667,49.55,37.0,79.0,3.6,LS,1600224762.0
Huangnihe,43.558333000000005,128.023889,54.84,94.0,100.0,10.16,CN,1600224762.0
Bandarbeyla,9.483333300000002,50.8166667,79.16,70.0,45.0,21.97,SO,1600224762.0
Kegayli,42.7766667,59.607777799999994,,,,,UZ,
Yenotayevka,47.245594,47.02814,55.99,89.0,26.0,13.56,RU,1600224762.0
Genc,38.75071,40.560354,63.88,34.0,0.0,5.28,TR,1600224763.0
Jose De Freitas,-4.75,-42.583333,82.4,58.0,40.0,2.24,BR,1600224763.0
Oktyabrskiy,61.09146,43.167665,45.12,89.0,80.0,10.47,RU,1600224763.0
Bonthe,7.526388900000001,-12.505,76.23,90.0,100.0,3.56,SL,1600224763.0
Nelson Bay,-32.720428000000005,152.143982,80.01,47.0,20.0,11.41,AU,1600224763.0
Nha Trang,12.25,109.183333,91.4,66.0,20.0,4.7,VN,1600224735.0
Palm Beach,26.705277799999998,-80.0366667,84.2,74.0,40.0,5.82,US,1600224764.0
Tyup,42.75,78.33333329999999,59.94,36.0,0.0,1.68,KG,1600224764.0
Catuday,16.2923,119.8062,84.69,71.0,100.0,11.97,PH,1600224764.0
Roma,-26.56741,148.787506,48.2,87.0,1.0,5.82,AU,1600224764.0
Prince Rupert,54.316667,-130.333333,62.6,63.0,1.0,2.24,CA,1600224765.0
Santa Rosa,-36.616667,-64.283333,87.01,74.0,75.0,9.17,AR,1600224765.0
Katsina,12.989428,7.6006279999999995,75.07,83.0,55.0,5.39,NG,1600224765.0
Ferkessedougou,9.5928,-5.1944870000000005,72.1,92.0,13.0,5.59,CI,1600224765.0
Kedougou,12.483333300000002,-11.95,75.52,92.0,1.0,5.82,SN,1600224766.0
Kirkwood,38.5833333,-90.4066667,69.01,78.0,81.0,4.97,ZA,1600224766.0
Kasongo-Lunda,-6.466667,16.816667000000002,73.27,82.0,90.0,1.5,CD,1600224766.0
Puerto Del Rosario,28.50038,-13.862719,73.4,88.0,100.0,18.34,ES,1600224766.0
Moron,22.109444399999997,-78.6275,57.0,73.0,67.0,5.55,MN,1600224766.0
Laurel,14.055419,120.919316,54.0,93.0,1.0,2.48,US,1600224753.0
Aki,33.5,133.9,77.0,78.0,75.0,4.7,JP,1600224767.0
Balikpapan,-1.283333,116.83333300000001,84.2,79.0,40.0,5.82,ID,1600224585.0
Darhan,46.6166667,109.41666670000001,52.05,65.0,48.0,5.84,MN,1600224767.0
Havoysund,71.000556,24.696111,42.8,93.0,75.0,5.82,NO,1600224767.0
Arteaga,25.466667,-100.85,65.52,99.0,97.0,2.15,MX,1600224767.0
Yelan-Koleno,51.1523,41.2306,47.44,86.0,0.0,8.79,RU,1600224768.0
Basco,20.448649,121.97017199999999,84.88,80.0,44.0,19.42,PH,1600224768.0
Tura,47.609242,19.60279,74.53,98.0,100.0,3.85,RU,1600224768.0
Nishihara,26.184167000000002,127.75583300000001,87.8,70.0,75.0,10.29,JP,1600224768.0
Aykhal,66.0,111.5,53.6,58.0,0.0,2.24,RU,1600224769.0
Grand-Santi,4.25,-54.3833333,72.91,97.0,100.0,1.77,GF,1600224769.0
Pemangkat,1.166667,108.96666699999999,83.62,73.0,33.0,8.19,ID,1600224769.0
Kurilsk,45.233333,147.883333,64.0,73.0,85.0,13.69,RU,1600224769.0
Bac Lieu,9.285,105.72444399999999,83.52,77.0,99.0,11.18,VN,1600224769.0
Mayor Pablo Lagerenza,-19.916667,-60.783333,74.93,53.0,32.0,4.88,PY,1600224770.0
Palabuhanratu,-6.9875,106.55138899999999,,,,,ID,
Worthington,43.62,-95.59611109999999,57.2,76.0,1.0,3.36,US,1600224770.0
Poronaysk,49.216667,143.116667,66.47,80.0,73.0,6.8,RU,1600224770.0
Fort Saint John,56.25,-120.83333300000001,,,,,CA,
Taunggyi,20.783333300000002,97.0333333,71.85,87.0,94.0,3.36,MM,1600224771.0
Margate,51.383333,1.416667,66.0,74.0,94.0,4.0,ZA,1600224771.0
Canto Do Buriti,-8.116667,-42.966667,76.17,46.0,28.0,6.06,BR,1600224771.0
Moa,20.6569444,-74.94027779999999,80.29,83.0,60.0,8.48,CU,1600224771.0
Cache Creek,50.8,-121.316667,61.0,76.0,1.0,4.7,CA,1600224771.0
Sorong,-0.883333,131.25,79.05,88.0,100.0,9.55,ID,1600224772.0
Doische,50.133333,4.75,70.0,60.0,83.0,1.12,BE,1600224772.0
Fuyang,32.9,115.816667,79.45,70.0,81.0,5.21,CN,1600224772.0
Apricena,41.783333,15.45,69.8,94.0,20.0,8.05,IT,1600224772.0
Shitanjing,39.234167,106.34388899999999,59.59,31.0,29.0,1.23,CN,1600224772.0
Nova Olinda Do Norte,-3.75,-59.05,77.79,69.0,93.0,2.71,BR,1600224773.0
Rolim De Moura,-13.083333,-62.266667000000005,,,,,BR,
Barbar,18.0166667,33.9833333,,,,,SD,
Tra Vinh,9.934722,106.34527800000001,85.78,72.0,91.0,9.82,VN,1600224492.0
Vrangel,42.729721999999995,133.083889,65.53,70.0,100.0,5.26,RU,1600224773.0
Ardabil,38.2498,48.2933,59.0,100.0,75.0,4.7,IR,1600224773.0
Petropavlovsk-Kamchatskiy,53.0452,158.6483,60.8,59.0,100.0,11.18,RU,1600224774.0
Shumikha,55.226110999999996,63.296110999999996,48.09,96.0,100.0,13.06,RU,1600224774.0
Batagay,67.633333,134.633333,48.97,61.0,23.0,3.49,RU,1600224774.0
Sokoto,13.048025,5.214285,79.12,68.0,100.0,6.44,NG,1600224774.0
Nemuro,43.323611,145.575,71.6,78.0,75.0,8.05,JP,1600224774.0
Urzhum,57.114118999999995,49.999561,45.07,90.0,75.0,13.82,RU,1600224775.0
Teahupoo,-17.8333333,-149.2666667,82.4,69.0,40.0,11.41,PF,1600224775.0
Presidencia Roque Saenz Pena,-26.785221000000003,-60.438761,54.12,91.0,68.0,5.93,AR,1600224775.0
Boo,59.333332999999996,18.283333,55.0,100.0,5.0,4.7,SE,1600224775.0
Kurchum,48.572222,83.654167,67.84,37.0,94.0,14.32,KZ,1600224776.0
Gusau,12.162784,6.661347999999999,73.72,87.0,98.0,2.06,NG,1600224776.0
Yatou,37.15,122.38333300000001,76.57,69.0,0.0,7.74,CN,1600224776.0
Shimanovsk,52.0,127.7,65.08,62.0,85.0,4.25,RU,1600224776.0
Eureka,40.8022222,-124.1625,68.0,88.0,90.0,4.7,US,1600224776.0
Urucui,-7.233333,-44.55,77.81,43.0,20.0,5.53,BR,1600224777.0
Dongsheng,39.816085,109.97762900000001,54.75,39.0,55.0,20.45,CN,1600224777.0
Banda Aceh,5.5577,95.3222,85.75,60.0,76.0,10.16,ID,1600224777.0
Urubicha,-15.383333300000002,-62.95,75.07,43.0,0.0,1.72,BO,1600224777.0
Cairns,-16.92304,145.766251,82.99,61.0,40.0,19.46,AU,1600224503.0
Bonavista,48.633333,-53.1,51.4,62.0,94.0,14.14,CA,1600224778.0
Hargeysa,9.583333300000001,44.0666667,69.22,68.0,0.0,22.24,SO,1600224778.0
Rumilly,45.868733,5.936522,64.0,87.0,98.0,3.36,FR,1600224778.0
Deputatskiy,69.3,139.9,42.82,72.0,95.0,2.68,RU,1600224778.0
Show Low,34.2541667,-110.02916670000002,68.0,15.0,1.0,6.93,US,1600224778.0
Great Falls,47.5002778,-111.3,60.8,55.0,1.0,10.29,US,1600224230.0
Mogocha,53.733332999999995,119.766667,58.19,44.0,100.0,6.62,RU,1600224779.0
Slavsk,55.042504,21.677044,59.27,82.0,25.0,8.03,RU,1600224779.0
Dzhusaly,45.487778000000006,64.078056,,,,,KZ,
Chiang Rai,19.908584,99.8325,82.4,83.0,20.0,2.24,TH,1600224779.0
Lat Yao,15.751,99.78925,86.47,68.0,96.0,3.22,TH,1600224780.0
Cagayan De Tawi-Tawi,6.9747,118.5144,,,,,PH,
Manoharpur,27.3,75.95,87.8,58.0,14.0,3.78,IN,1600224780.0
Bow Island,49.866667,-111.36666699999999,53.6,62.0,75.0,8.05,CA,1600224780.0
Edson,53.583332999999996,-116.41666699999999,44.6,81.0,90.0,2.24,CA,1600224738.0
Groningen,53.216667,6.55,63.0,100.0,61.0,4.76,SR,1600224725.0
Belaya Gora,68.533333,146.416667,44.47,86.0,100.0,9.24,RU,1600224781.0
Gwanda,-20.9333333,29.0,65.07,33.0,0.0,10.11,ZW,1600224781.0
Lithgow,-33.482471000000004,150.13630700000002,66.0,53.0,0.0,11.01,AU,1600224781.0
Tuggurt,33.1,6.0666667,,,,,DZ,
San Carlos De Bariloche,-41.140293,-71.301369,41.0,75.0,100.0,8.05,AR,1600224781.0
Kutum,14.2,24.6666667,72.91,72.0,38.0,8.63,SD,1600224782.0
Hurghada,27.238888899999996,33.836111100000004,84.2,39.0,0.0,5.82,EG,1600224782.0
Cururupu,-1.833333,-44.866667,75.38,89.0,5.0,4.27,BR,1600224782.0
Malwan,16.066667000000002,73.466667,,,,,IN,
Lavos,40.093628,-8.828263,59.0,93.0,17.0,4.7,PT,1600224782.0
Gorontalo,0.5412,123.0595,87.55,51.0,44.0,6.64,ID,1600224783.0
Lodja,-3.483333,23.433332999999998,68.49,96.0,33.0,1.99,CD,1600224783.0
Halmstad,56.671389000000005,12.855556,53.01,93.0,90.0,2.24,SE,1600224673.0
Wanning,18.800278,110.396667,87.91,65.0,52.0,3.71,CN,1600224783.0
Shenjiamen,29.957625,122.29801699999999,76.14,93.0,100.0,4.94,CN,1600224783.0
Vilhena,-12.716667,-60.11666700000001,74.14,29.0,0.0,2.48,BR,1600224784.0
Zmievka,52.666971999999994,36.374258000000005,,,,,RU,
Conceicao Do Araguaia,-8.241111,-49.296110999999996,81.61,27.0,41.0,3.56,BR,1600224784.0
Koshurnikovo,54.166667000000004,93.3,55.65,63.0,11.0,2.64,RU,1600224784.0
Alenquer,-1.9333330000000002,-54.766667000000005,77.0,100.0,95.0,2.8,BR,1600224784.0
Gabu,12.2833333,-14.2166667,73.47,98.0,85.0,4.38,GW,1600224785.0
Kabinda,-6.133333,24.483333,68.27,87.0,31.0,2.17,CD,1600224785.0
Mmathubudukwane,-24.6,26.433333299999997,75.2,19.0,35.0,5.82,BW,1600224785.0
Bilokurakyne,49.534099,38.73067,55.13,93.0,0.0,6.42,UA,1600224785.0
Bridgetown,13.1,-59.6166667,82.4,78.0,20.0,12.75,BB,1600224786.0
Lerwick,60.15,-1.15,48.2,87.0,14.0,11.41,GB,1600224786.0
Anderson,40.4483333,-122.29666670000002,71.6,64.0,90.0,9.17,US,1600224786.0
Yenagoa,4.924722,6.264167,74.28,93.0,100.0,4.88,NG,1600224786.0
Les Cayes,18.2,-73.75,79.3,82.0,4.0,4.07,HT,1600224786.0
Tezu,27.916666999999997,96.166667,74.68,87.0,100.0,1.63,IN,1600224787.0
Ostroleka,53.086206000000004,21.575663,50.0,100.0,18.0,6.4,PL,1600224787.0
Vagay,57.9375,69.02166700000001,51.71,92.0,100.0,11.68,RU,1600224599.0
Bilibino,68.05,166.333333,45.12,61.0,98.0,2.48,RU,1600224787.0
College,64.8569444,-147.80277780000003,60.8,41.0,75.0,5.82,US,1600224787.0
Nguiu,-11.75911,130.63815300000002,,,,,AU,
Kerkira,39.62,19.9197222,,,,,GR,
Sohbatpur,28.520173,68.543437,89.78,50.0,66.0,0.22,PK,1600224788.0
Yei,4.091388899999999,30.678611100000005,65.43,95.0,20.0,2.64,SD,1600224788.0
Udachnyy,66.416667,112.4,53.6,58.0,0.0,2.24,RU,1600224788.0
Palanpur,24.166667,72.43333299999999,82.2,80.0,76.0,3.42,IN,1600224788.0
Superior,39.9527778,-105.16805559999999,66.0,100.0,40.0,4.7,US,1600224789.0
Uige,-7.613282000000001,15.056621,66.69,84.0,96.0,2.68,AO,1600224789.0
Vorontsovka,59.657957999999994,60.237883,49.06,90.0,17.0,7.65,RU,1600224789.0
Kanye,-24.9833333,25.35,60.57,30.0,97.0,8.05,BW,1600224789.0
Ngunguru,-35.616667,174.5,64.99,32.0,12.0,8.01,NZ,1600224790.0
Arlit,18.7325,7.3680556,91.53,17.0,0.0,7.47,NE,1600224790.0
Abancay,-13.633888899999999,-72.8813889,57.85,67.0,66.0,5.95,PE,1600224790.0
Mandera,3.9261111000000004,41.8461111,74.14,74.0,0.0,7.72,KE,1600224790.0
Baoning,31.55037,105.99381000000001,84.2,79.0,40.0,4.47,CN,1600224790.0
Rudnogorsk,57.2639,103.7519,56.53,55.0,14.0,3.62,RU,1600224791.0
Anju,30.349556,105.455937,69.17,88.0,100.0,14.36,CN,1600224791.0
Okha,22.469444,69.060556,65.26,74.0,55.0,3.87,RU,1600224791.0
Santa Maria Da Boa Vista,-8.816667,-39.816666999999995,72.34,73.0,1.0,17.22,BR,1600224730.0
Slave Lake,55.283333,-114.78333300000001,50.0,46.0,1.0,5.82,CA,1600224791.0
Louisbourg,45.916667,-59.983332999999995,,,,,CA,
Valparaiso,-21.216667,-50.85,51.8,87.0,90.0,4.7,BR,1600224724.0
Tingo Maria,-9.3,-75.9833333,67.41,82.0,94.0,1.59,PE,1600224792.0
Kon Tum,14.366667000000001,107.95,78.85,79.0,99.0,1.72,VN,1600224792.0
Englehart,47.816666999999995,-79.866667,53.6,93.0,90.0,14.99,CA,1600224792.0
Chagda,58.7475,130.619722,,,,,RU,
Sinjar,36.3166667,41.85,76.28,24.0,0.0,5.93,IQ,1600224793.0
San Jose De Los Arroyos,-25.533333,-56.733332999999995,,,,,PY,
Maxixe,-23.859722199999997,35.3472222,73.33,85.0,82.0,7.61,MZ,1600224793.0
Zhanaozen,43.3,52.8,60.71,55.0,16.0,11.7,KZ,1600224793.0
Jonkoping,57.783333,14.183333,53.6,100.0,1.0,4.7,SE,1600224793.0
Toliary,-23.35,43.6666667,,,,,MG,
Rayong,12.668462,101.275503,90.0,64.0,25.0,4.25,TH,1600224794.0
Skelleftea,64.766667,20.95,46.4,87.0,100.0,4.7,SE,1600224503.0
Dharchula,29.85,80.533333,73.8,66.0,29.0,3.29,IN,1600224794.0
Birakan,49.016667,131.7,65.25,68.0,94.0,7.29,RU,1600224794.0
Emerald,-23.522961,148.157837,80.6,44.0,40.0,14.99,AU,1600224795.0
Tadine,-21.55,167.8833333,71.15,70.0,88.0,20.2,NC,1600224795.0
Utiroa,-1.2166667,174.75,,,,,KI,
Goiatuba,-18.016667,-49.366667,71.29,33.0,0.0,9.42,BR,1600224795.0
Lompoc,34.639166700000004,-120.45694440000001,62.6,82.0,1.0,5.82,US,1600224795.0
Qiyang,26.573072999999997,111.841839,79.68,81.0,93.0,4.63,CN,1600224796.0
Urmenis,46.766667,24.366667,55.4,93.0,89.0,5.82,RO,1600224796.0
Krasnoyarka,55.3317,73.0912,48.2,76.0,0.0,13.42,RU,1600224796.0
Udomlya,57.87944399999999,34.9925,40.39,95.0,42.0,2.91,RU,1600224796.0
Ekhabi,53.499722,142.968611,66.96,71.0,63.0,6.6,RU,1600224796.0
Bandundu,-3.316667,17.366667,75.97,83.0,87.0,5.95,CD,1600224797.0
Geresk,31.820894,64.570048,,,,,AF,
Xiamen,24.479794000000002,118.081869,87.8,70.0,40.0,2.24,CN,1600224618.0
Guadalupe Y Calvo,26.1,-106.96666699999999,56.21,93.0,0.0,4.25,MX,1600224797.0
Koprivnica,46.1627778,16.8275,57.0,99.0,0.0,3.98,HR,1600224797.0
Awbari,26.5833333,12.766666699999998,72.39,45.0,0.0,7.7,LY,1600224797.0
Prainha,-1.8,-53.483332999999995,80.87,50.0,95.0,2.51,BR,1600224798.0
Hernani,43.264057,-1.9789419999999998,66.2,88.0,40.0,2.24,PH,1600224798.0
Peshkopi,41.685,20.4288889,60.8,77.0,26.0,1.12,AL,1600224798.0
Dno,57.827718000000004,29.963682000000002,45.0,92.0,73.0,4.16,RU,1600224798.0
Brenham,30.1666667,-96.3975,80.6,83.0,1.0,4.7,US,1600224798.0
Foso,5.7,-1.2833333,71.92,96.0,96.0,4.03,GH,1600224799.0
Guapiacu,-20.833333,-49.216667,80.6,24.0,2.0,3.36,BR,1600224799.0
Jos,9.916667,8.9,65.16,95.0,91.0,4.47,NG,1600224799.0
Yushu,44.8,126.53333300000001,63.5,87.0,100.0,15.93,CN,1600224799.0
Manadhoo,5.7666667,73.3833333,82.02,77.0,90.0,9.62,MV,1600224800.0
Klyuchi,52.266667,79.166667,60.78,58.0,98.0,15.7,RU,1600224800.0
Kemin,42.785277799999996,75.69111109999999,67.48,29.0,0.0,2.82,KG,1600224800.0
Kokkola,63.833332999999996,23.116667,48.0,93.0,20.0,2.24,FI,1600224800.0
Thaba Nchu,-29.209325,26.838982,51.76,32.0,85.0,5.55,ZA,1600224800.0
